Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost
Office Supplies,Praia Grande,Brazil,JC-1538518,Jenna Caffey,LATAM,12/23/2015,MX-2015-JC1538518-42361,Low,,OFF-SU-3001,"Acme Trimmer, Easy Grip",South America,Consumer,12/29/2015,Standard Class,São Paulo,Supplies,0,34.14,3,92.4,4.219
Office Supplies,Fresnillo de González Echeverría,Mexico,TZ-2144582,Tom Zandusky,LATAM,12/23/2015,MX-2015-TZ2144582-42361,Medium,,OFF-BI-4808,"Ibico Binder Covers, Durable",Central America,Corporate,12/29/2015,Standard Class,Zacatecas,Binders,0,2.1,3,30.3,1.89
Office Supplies,Managua,Nicaragua,CM-1219093,Charlotte Melton,LATAM,12/23/2015,MX-2015-CM1219093-42361,Low,,OFF-PA-6612,"Xerox Memo Slips, Recycled",Central America,Consumer,12/29/2015,Standard Class,Managua,Paper,0,12.06,3,26.88,1.795
Office Supplies,Brasília,Brazil,AH-1021018,Alan Hwang,LATAM,12/24/2015,MX-2015-AH1021018-42362,Medium,,OFF-FA-2947,"Accos Push Pins, 12 Pack",South America,Consumer,12/29/2015,Standard Class,Federal District,Fasteners,0,31.2,8,74.4,1.709
Office Supplies,Buenos Aires,Argentina,PB-191505,Philip Brown,LATAM,12/22/2015,US-2015-PB191505-42360,Medium,,OFF-AR-3528,"Boston Canvas, Water Color",South America,Consumer,12/29/2015,Standard Class,Buenos Aires,Art,0.4,11.328,6,136.368,1.704
Office Supplies,Reynosa,Mexico,JF-1556582,Jill Fjeld,LATAM,12/27/2015,MX-2015-JF1556582-42365,Medium,,OFF-LA-4685,"Hon Round Labels, 5000 Label Set",Central America,Consumer,12/29/2015,Second Class,Tamaulipas,Labels,0,3.76,4,18.8,1.504
Office Supplies,Tegucigalpa,Honduras,SP-2092055,Susan Pistek,LATAM,12/25/2015,MX-2015-SP2092055-42363,Medium,,OFF-FA-2950,"Accos Push Pins, Metal",Central America,Consumer,12/29/2015,Standard Class,Francisco Morazán,Fasteners,0.4,2.928,3,17.568,1.501
Office Supplies,Tegucigalpa,Honduras,SP-2092055,Susan Pistek,LATAM,12/25/2015,MX-2015-SP2092055-42363,Medium,,OFF-AR-3456,"BIC Markers, Blue",Central America,Consumer,12/29/2015,Standard Class,Francisco Morazán,Art,0.4,-0.376000000,2,21.144,1.449
Technology,San Salvador,El Salvador,RH-1960039,Rob Haberlin,LATAM,12/25/2015,MX-2015-RH1960039-42363,High,,TEC-AC-4180,"Enermax Numeric Keypad, USB",Central America,Consumer,12/28/2015,First Class,San Salvador,Accessories,0,26.4,4,147.04,36.657
Technology,Duitama,Colombia,PK-1907528,Pete Kriz,LATAM,12/23/2015,MX-2015-PK1907528-42361,Medium,,TEC-CO-3608,"Brother Wireless Fax, Color",South America,Consumer,12/28/2015,Standard Class,Boyacá,Copiers,0.002,29.386,2,505.986,26.207
Office Supplies,Duitama,Colombia,PK-1907528,Pete Kriz,LATAM,12/23/2015,MX-2015-PK1907528-42361,Medium,,OFF-SU-4327,"Fiskars Trimmer, Serrated",South America,Consumer,12/28/2015,Standard Class,Boyacá,Supplies,0,40.3,5,130,8.07
Office Supplies,León,Nicaragua,BD-1156093,Brendan Dodson,LATAM,12/24/2015,MX-2015-BD1156093-42362,Medium,,OFF-FA-6189,"Stockwell Paper Clips, Assorted Sizes",Central America,Home Office,12/28/2015,Second Class,León,Fasteners,0,11.28,6,45.36,5.982
Office Supplies,Cuscatancingo,El Salvador,AC-1042039,Alyssa Crouse,LATAM,12/25/2015,MX-2015-AC1042039-42363,High,,OFF-LA-4688,"Hon Round Labels, Laser Printer Compatible",Central America,Corporate,12/28/2015,First Class,San Salvador,Labels,0,9.3,5,22.2,3.96
Technology,Ilopango,El Salvador,MG-1814539,Mike Gockenbach,LATAM,12/23/2015,MX-2015-MG1814539-42361,High,,TEC-PH-3147,"Apple Smart Phone, Cordless",Central America,Consumer,12/27/2015,Standard Class,San Salvador,Phones,0,496.26,3,1272.6,170.413
Technology,Huehuetenango,Guatemala,CC-1243051,Chuck Clark,LATAM,12/25/2015,MX-2015-CC1243051-42363,Medium,,TEC-PH-5355,"Nokia Smart Phone, Full Size",Central America,Home Office,12/27/2015,First Class,Huehuetenango,Phones,0,330.72,2,848.08,85.073
Technology,Blumenau,Brazil,TC-2147518,Tony Chapman,LATAM,12/22/2015,US-2015-TC2147518-42360,Medium,,TEC-CO-3678,"Canon Copy Machine, Color",South America,Home Office,12/27/2015,Standard Class,Santa Catarina,Copiers,0.602,-151.2172,5,349.6828,23.918
Furniture,Tuxtla Gutiérrez,Mexico,KH-1636082,Katherine Hughes,LATAM,12/26/2015,MX-2015-KH1636082-42364,High,,FUR-CH-5451,"Office Star Steel Folding Chair, Black",Central America,Consumer,12/27/2015,First Class,Chiapas,Chairs,0.2,46.368,3,142.848,15.318
Office Supplies,Blumenau,Brazil,TC-2147518,Tony Chapman,LATAM,12/22/2015,US-2015-TC2147518-42360,Medium,,OFF-BI-2918,"Acco Index Tab, Durable",South America,Home Office,12/27/2015,Standard Class,Santa Catarina,Binders,0.6,-2.276,1,2.384,1.209
Technology,Managua,Nicaragua,GM-1468093,Greg Matthias,LATAM,12/26/2015,MX-2015-GM1468093-42364,Medium,,TEC-PH-5271,"Motorola Speaker Phone, Full Size",Central America,Consumer,12/26/2015,Same Day,Managua,Phones,0,5.22,3,262.14,73.457
Office Supplies,Tegucigalpa,Honduras,TH-2155055,Tracy Hopkins,LATAM,12/26/2015,US-2015-TH2155055-42364,Medium,,OFF-AP-4743,"Hoover Stove, Red",Central America,Home Office,12/26/2015,Same Day,Francisco Morazán,Appliances,0.4,30.272000000,4,909.552,47.138
Technology,San Salvador,El Salvador,EM-1409539,Eudokia Martin,LATAM,12/23/2015,MX-2015-EM1409539-42361,High,,TEC-AC-5222,"Memorex Numeric Keypad, USB",Central America,Corporate,12/26/2015,First Class,San Salvador,Accessories,0,36.96,3,86.04,7.929
Office Supplies,Tegucigalpa,Honduras,TH-2155055,Tracy Hopkins,LATAM,12/26/2015,US-2015-TH2155055-42364,Medium,,OFF-EN-4924,"Jiffy Peel and Seal, Security-Tint",Central America,Home Office,12/26/2015,Same Day,Francisco Morazán,Envelopes,0.4,-9.024,4,35.856,4.066
Office Supplies,Puebla,Mexico,BD-1156082,Brendan Dodson,LATAM,12/19/2015,MX-2015-BD1156082-42357,Medium,,OFF-SU-4305,"Fiskars Box Cutter, Serrated",Central America,Home Office,12/26/2015,Standard Class,Puebla,Supplies,0,27.66,3,64.44,2.75
Furniture,Buriticupu,Brazil,BS-1180018,Bryan Spruell,LATAM,12/22/2015,MX-2015-BS1180018-42360,Medium,,FUR-FU-5739,"Rubbermaid Stacking Tray, Black",South America,Home Office,12/26/2015,Standard Class,Maranhão,Furnishings,0,2.68,2,33.6,1.399
Technology,Santa Ana,El Salvador,SC-2044039,Shaun Chance,LATAM,12/22/2015,MX-2015-SC2044039-42360,Medium,,TEC-AC-4163,"Enermax Memory Card, Bluetooth",Central America,Corporate,12/25/2015,First Class,Santa Ana,Accessories,0,11.4,3,228.78,45.51
Furniture,Mixco,Guatemala,TS-2116051,Theresa Swint,LATAM,12/23/2015,MX-2015-TS2116051-42361,High,,FUR-CH-5440,"Office Star Chairmat, Set of Two",Central America,Corporate,12/25/2015,Second Class,Guatemala,Chairs,0,133.28,7,317.66,28.232
Office Supplies,San Miguelito,Panama,RF-1984098,Roy Französisch,LATAM,12/22/2015,US-2015-RF1984098-42360,High,,OFF-AP-4719,"Hoover Blender, Black",Central America,Consumer,12/25/2015,First Class,Panama,Appliances,0.4,-8.912000000,2,76.248,20.472
Office Supplies,Maceió,Brazil,AG-1052518,Andy Gerbode,LATAM,12/19/2015,MX-2015-AG1052518-42357,Low,,OFF-ST-6248,"Tenex File Cart, Single Width",South America,Corporate,12/25/2015,Standard Class,Alagoas,Storage,0,88.5,3,268.32,16
Office Supplies,Mixco,Guatemala,TS-2116051,Theresa Swint,LATAM,12/23/2015,MX-2015-TS2116051-42361,High,,OFF-EN-3671,"Cameo Manila Envelope, Set of 50",Central America,Corporate,12/25/2015,Second Class,Guatemala,Envelopes,0,3.78,3,54,8.238
Office Supplies,Maceió,Brazil,AG-1052518,Andy Gerbode,LATAM,12/19/2015,MX-2015-AG1052518-42357,Low,,OFF-EN-3654,"Cameo Business Envelopes, Recycled",South America,Corporate,12/25/2015,Standard Class,Alagoas,Envelopes,0,5.04,1,10.5,1.656
Furniture,Soyapango,El Salvador,SC-2069539,Steve Chapman,LATAM,12/22/2015,MX-2015-SC2069539-42360,High,,FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",Central America,Corporate,12/24/2015,First Class,San Salvador,Chairs,0,355.44,4,1269.6,333.148
Office Supplies,Cadereyta,Mexico,BN-1147082,Brad Norvell,LATAM,12/20/2015,US-2015-BN1147082-42358,High,,OFF-AP-3872,"Cuisinart Stove, Black",Central America,Corporate,12/24/2015,Standard Class,Nuevo León,Appliances,0,426.58,7,2509.36,320.956
Furniture,Soyapango,El Salvador,SC-2069539,Steve Chapman,LATAM,12/22/2015,MX-2015-SC2069539-42360,High,,FUR-FU-6268,"Tenex Photo Frame, Black",Central America,Corporate,12/24/2015,First Class,San Salvador,Furnishings,0,43.5,3,103.68,25.726
Office Supplies,Las Tunas,Cuba,CB-1202531,Cassandra Brandow,LATAM,12/22/2015,MX-2015-CB1202531-42360,Critical,,OFF-PA-6619,"Xerox Note Cards, Premium",Caribbean,Consumer,12/24/2015,First Class,Las Tunas,Paper,0,28.8,4,70.32,13.258
Furniture,Cadereyta,Mexico,BN-1147082,Brad Norvell,LATAM,12/20/2015,US-2015-BN1147082-42358,High,,FUR-FU-4042,"Eldon Door Stop, Durable",Central America,Corporate,12/24/2015,Standard Class,Nuevo León,Furnishings,0.4,-2.268000000,7,132.132,9.124
Office Supplies,Palhoça,Brazil,PM-1913518,Peter McVee,LATAM,12/19/2015,MX-2015-PM1913518-42357,Medium,,OFF-AR-5903,"Sanford Canvas, Easy-Erase",South America,Home Office,12/24/2015,Standard Class,Santa Catarina,Art,0,1.32,2,67.72,7.943
Office Supplies,Las Tunas,Cuba,CB-1202531,Cassandra Brandow,LATAM,12/22/2015,MX-2015-CB1202531-42360,Critical,,OFF-LA-6035,"Smead File Folder Labels, Adjustable",Caribbean,Consumer,12/24/2015,First Class,Las Tunas,Labels,0,2.24,2,9.04,2.447
Office Supplies,Ibirité,Brazil,BG-1169518,Brooke Gillingham,LATAM,12/22/2015,MX-2015-BG1169518-42360,High,,OFF-FA-6202,"Stockwell Staples, Assorted Sizes",South America,Corporate,12/24/2015,First Class,Minas Gerais,Fasteners,0,16.8,7,36.68,1.042
Furniture,Apopa,El Salvador,MM-1792039,Michael Moore,LATAM,12/18/2015,MX-2015-MM1792039-42356,Medium,,FUR-BO-4860,"Ikea Library with Doors, Metal",Central America,Consumer,12/23/2015,Standard Class,San Salvador,Bookcases,0,220.08,7,1693.3,103.156
Technology,Santa Catarina,Mexico,GT-1471082,Greg Tran,LATAM,12/23/2015,MX-2015-GT1471082-42361,Critical,,TEC-CO-6001,"Sharp Ink, Color",Central America,Consumer,12/23/2015,Same Day,Nuevo León,Copiers,0.002,10.7322,1,83.7322,22.833
Technology,Lima,Peru,LH-16750101,Larry Hughes,LATAM,12/19/2015,US-2015-LH16750101-42357,Medium,,TEC-PH-5838,"Samsung Signal Booster, with Caller ID",South America,Consumer,12/23/2015,Standard Class,Lima (city),Phones,0.4,32.736,6,327.816,20.2
Furniture,Apopa,El Salvador,MM-1792039,Michael Moore,LATAM,12/18/2015,MX-2015-MM1792039-42356,Medium,,FUR-CH-4547,"Harbour Creations Rocking Chair, Set of Two",Central America,Consumer,12/23/2015,Standard Class,San Salvador,Chairs,0,43.8,2,199.12,15.435
Technology,Lima,Peru,LH-16750101,Larry Hughes,LATAM,12/19/2015,US-2015-LH16750101-42357,Medium,,TEC-CO-3602,"Brother Ink, Laser",South America,Consumer,12/23/2015,Standard Class,Lima (city),Copiers,0.402,-45.5928,2,117.4472,9.967
Furniture,Chetumal,Mexico,ND-1837082,Natalie DeCherney,LATAM,12/19/2015,US-2015-ND1837082-42357,Medium,,FUR-CH-4697,"Hon Steel Folding Chair, Adjustable",Central America,Consumer,12/23/2015,Standard Class,Quintana Roo,Chairs,0.2,-1.136,2,89.504,8.265
Furniture,Lima,Peru,LH-16750101,Larry Hughes,LATAM,12/19/2015,US-2015-LH16750101-42357,Medium,,FUR-FU-3952,"Deflect-O Photo Frame, Durable",South America,Consumer,12/23/2015,Standard Class,Lima (city),Furnishings,0.4,-19.584,3,58.716,5.988
Office Supplies,Apopa,El Salvador,MM-1792039,Michael Moore,LATAM,12/18/2015,MX-2015-MM1792039-42356,Medium,,OFF-ST-4261,"Fellowes Folders, Blue",Central America,Consumer,12/23/2015,Standard Class,San Salvador,Storage,0,13.68,3,52.8,4.316
Furniture,Chetumal,Mexico,ND-1837082,Natalie DeCherney,LATAM,12/19/2015,US-2015-ND1837082-42357,Medium,,FUR-FU-3037,"Advantus Light Bulb, Duo Pack",Central America,Consumer,12/23/2015,Standard Class,Quintana Roo,Furnishings,0.4,-9.696,2,16.104,1.823
Office Supplies,San Juan del Río,Mexico,PT-1909082,Pete Takahito,LATAM,12/17/2015,MX-2015-PT1909082-42355,Low,,OFF-BI-3739,"Cardinal Index Tab, Economy",Central America,Consumer,12/23/2015,Standard Class,Querétaro,Binders,0,3.72,2,11.68,1.744
Office Supplies,Chetumal,Mexico,ND-1837082,Natalie DeCherney,LATAM,12/19/2015,US-2015-ND1837082-42357,Medium,,OFF-BI-4826,"Ibico Hole Reinforcements, Recycled",Central America,Consumer,12/23/2015,Standard Class,Quintana Roo,Binders,0,3.48,3,14.7,1.328
Office Supplies,Panama City,Panama,MM-1828098,Muhammed MacIntyre,LATAM,12/19/2015,US-2015-MM1828098-42357,Medium,,OFF-SU-4134,"Elite Shears, Steel",Central America,Corporate,12/23/2015,Standard Class,Panama,Supplies,0.4,-12.376,1,18.564,1.101
Office Supplies,Granada,Nicaragua,CJ-1187593,Carl Jackson,LATAM,12/18/2015,MX-2015-CJ1187593-42356,High,,OFF-AP-4501,"Hamilton Beach Refrigerator, Black",Central America,Corporate,12/22/2015,Second Class,Granada,Appliances,0,119.88,2,666.08,79.935
Technology,Santa Ana,El Salvador,RW-1969039,Robert Waldorf,LATAM,12/16/2015,MX-2015-RW1969039-42354,Medium,,TEC-PH-5835,"Samsung Signal Booster, Cordless",Central America,Consumer,12/22/2015,Standard Class,Santa Ana,Phones,0,148.7,5,464.8,23.189
Technology,Santa Ana,El Salvador,JW-1522039,Jane Waco,LATAM,12/15/2015,MX-2015-JW1522039-42353,Medium,,TEC-AC-5217,"Memorex Mouse, Erganomic",Central America,Corporate,12/22/2015,Standard Class,Santa Ana,Accessories,0,18.66,3,51.96,4.799
Office Supplies,Riberalta,Bolivia,DS-1318016,David Smith,LATAM,12/17/2015,MX-2015-DS1318016-42355,High,,OFF-EN-3669,"Cameo Manila Envelope, Recycled",South America,Corporate,12/22/2015,Standard Class,Beni,Envelopes,0,9.24,3,51.6,4.611
Office Supplies,Santo Domingo,Dominican Republic,NF-1859536,Nicole Fjeld,LATAM,12/20/2015,MX-2015-NF1859536-42358,Medium,,OFF-FA-3056,"Advantus Push Pins, Bulk Pack",Caribbean,Home Office,12/22/2015,Second Class,Santo Domingo,Fasteners,0.2,3.832,2,15.392,1.173
Furniture,Irapuato,Mexico,AG-1052582,Andy Gerbode,LATAM,12/17/2015,US-2015-AG1052582-42355,High,,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Central America,Corporate,12/21/2015,Standard Class,Guanajuato,Chairs,0.2,-63.756000000,7,1697.584,217.028
Furniture,Bogotá,Colombia,PO-1885028,Patrick O'Brill,LATAM,12/19/2015,MX-2015-PO1885028-42357,High,,FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",South America,Consumer,12/21/2015,Second Class,Bogota,Bookcases,0,187.28,4,456.96,76.958
Technology,León,Nicaragua,DA-1345093,Dianna Arnett,LATAM,12/18/2015,MX-2015-DA1345093-42356,High,,TEC-AC-3403,"Belkin Router, Erganomic",Central America,Home Office,12/21/2015,First Class,León,Accessories,0,0,2,342.08,75.999
Furniture,León,Nicaragua,DA-1345093,Dianna Arnett,LATAM,12/18/2015,MX-2015-DA1345093-42356,High,,FUR-CH-5440,"Office Star Chairmat, Set of Two",Central America,Home Office,12/21/2015,First Class,León,Chairs,0,38.08,2,90.76,21.203
Furniture,León,Nicaragua,DA-1345093,Dianna Arnett,LATAM,12/18/2015,MX-2015-DA1345093-42356,High,,FUR-CH-5437,"Office Star Chairmat, Adjustable",Central America,Home Office,12/21/2015,First Class,León,Chairs,0,62.76,6,273.24,18.162
Furniture,Santo Domingo,Dominican Republic,RM-1975036,Roland Murray,LATAM,12/15/2015,US-2015-RM1975036-42353,Medium,,FUR-BO-5954,"Sauder Corner Shelving, Pine",Caribbean,Consumer,12/21/2015,Standard Class,Santo Domingo,Bookcases,0.4,-53.52,3,178.38,10.737
Office Supplies,Villa Frontera,Mexico,AS-1024082,Alan Shonely,LATAM,12/19/2015,MX-2015-AS1024082-42357,High,,OFF-PA-4001,"Eaton Message Books, Recycled",Central America,Consumer,12/21/2015,Second Class,Coahuila,Paper,0,33.76,8,109.28,6.427
Office Supplies,León,Nicaragua,DA-1345093,Dianna Arnett,LATAM,12/18/2015,MX-2015-DA1345093-42356,High,,OFF-ST-4029,"Eldon Box, Industrial",Central America,Home Office,12/21/2015,First Class,León,Storage,0,7,2,14.32,2.856
Office Supplies,Manaus,Brazil,NP-1868518,Nora Pelletier,LATAM,12/17/2015,MX-2015-NP1868518-42355,Medium,,OFF-SU-6171,"Stiletto Ruler, Steel",South America,Home Office,12/21/2015,Second Class,Amazonas,Supplies,0,2.94,1,9.52,1.334
Furniture,Paysandú,Uruguay,JH-15820141,John Huston,LATAM,12/18/2015,MX-2015-JH15820141-42356,High,,FUR-CH-4531,"Harbour Creations Executive Leather Armchair, Black",South America,Consumer,12/20/2015,Second Class,Paysandú,Chairs,0,868.12,11,3473.14,634.529
Office Supplies,Cienfuegos,Cuba,GP-1474031,Guy Phonely,LATAM,12/18/2015,MX-2015-GP1474031-42356,High,,OFF-EN-3667,"Cameo Mailers, Set of 50",Caribbean,Corporate,12/20/2015,Second Class,Cienfuegos,Envelopes,0,35.04,6,152.64,31.558
Office Supplies,Cienfuegos,Cuba,GP-1474031,Guy Phonely,LATAM,12/18/2015,MX-2015-GP1474031-42356,High,,OFF-AR-5902,"Sanford Canvas, Blue",Caribbean,Corporate,12/20/2015,Second Class,Cienfuegos,Art,0,3.3,5,168.4,24.441
Office Supplies,Tuxtla Gutiérrez,Mexico,CM-1244582,Chuck Magee,LATAM,12/16/2015,MX-2015-CM1244582-42354,Medium,,OFF-SU-4135,"Elite Trimmer, Easy Grip",Central America,Consumer,12/20/2015,Second Class,Chiapas,Supplies,0,43.2,6,173.16,19.032
Office Supplies,Pilar,Brazil,GP-1474018,Guy Phonely,LATAM,12/18/2015,US-2015-GP1474018-42356,Medium,,OFF-AR-5902,"Sanford Canvas, Blue",South America,Corporate,12/20/2015,Second Class,Alagoas,Art,0.6,-97.74,5,67.36,10.77
Technology,Juárez,Mexico,HF-1499582,Herbert Flentye,LATAM,12/17/2015,MX-2015-HF1499582-42355,High,,TEC-PH-3141,"Apple Office Telephone, VoIP",Central America,Consumer,12/20/2015,First Class,Chihuahua,Phones,0,47.04,3,130.74,5.824
Office Supplies,Tuxtla Gutiérrez,Mexico,CM-1244582,Chuck Magee,LATAM,12/16/2015,MX-2015-CM1244582-42354,Medium,,OFF-EN-4450,"GlobeWeis Manila Envelope, with clear poly window",Central America,Consumer,12/20/2015,Second Class,Chiapas,Envelopes,0,4.92,3,61.86,5.498
Office Supplies,Pilar,Brazil,GP-1474018,Guy Phonely,LATAM,12/18/2015,US-2015-GP1474018-42356,Medium,,OFF-EN-3667,"Cameo Mailers, Set of 50",South America,Corporate,12/20/2015,Second Class,Alagoas,Envelopes,0.6,-56.544,6,61.056,3.811
Office Supplies,Tapachula,Mexico,AT-1043582,Alyssa Tate,LATAM,12/15/2015,MX-2015-AT1043582-42353,High,,OFF-FA-6206,"Stockwell Thumb Tacks, Assorted Sizes",Central America,Home Office,12/20/2015,Standard Class,Chiapas,Fasteners,0,1.86,3,21.18,3.458
Office Supplies,La Chorrera,Panama,JK-1564098,Jim Kriz,LATAM,12/14/2015,US-2015-JK1564098-42352,Medium,,OFF-PA-3998,"Eaton Message Books, 8.5 x 11",Central America,Home Office,12/20/2015,Standard Class,Panama,Paper,0.4,-0.036000000,3,29.664,1.816
Office Supplies,Matagalpa,Nicaragua,MY-1829593,Muhammed Yedwab,LATAM,12/17/2015,MX-2015-MY1829593-42355,Critical,,OFF-AP-4505,"Hamilton Beach Stove, Black",Central America,Corporate,12/19/2015,First Class,Matagalpa,Appliances,0,126.4,5,1805.9,381.14
Furniture,Matagalpa,Nicaragua,MY-1829593,Muhammed Yedwab,LATAM,12/17/2015,MX-2015-MY1829593-42355,Critical,,FUR-BO-3903,"Dania Library with Doors, Pine",Central America,Corporate,12/19/2015,First Class,Matagalpa,Bookcases,0,606.2,5,1212.5,269.525
Furniture,Matagalpa,Nicaragua,MY-1829593,Muhammed Yedwab,LATAM,12/17/2015,MX-2015-MY1829593-42355,Critical,,FUR-BO-3890,"Dania Classic Bookcase, Mobile",Central America,Corporate,12/19/2015,First Class,Matagalpa,Bookcases,0,49.58,1,275.52,113.009
Furniture,Matagalpa,Nicaragua,MY-1829593,Muhammed Yedwab,LATAM,12/17/2015,MX-2015-MY1829593-42355,Critical,,FUR-BO-3895,"Dania Corner Shelving, Pine",Central America,Corporate,12/19/2015,First Class,Matagalpa,Bookcases,0,120.82,7,575.96,111.145
Furniture,Buenos Aires,Argentina,SG-208905,Susan Gilcrest,LATAM,12/15/2015,US-2015-SG208905-42353,High,,FUR-TA-4690,"Hon Round Table, Fully Assembled",South America,Corporate,12/19/2015,Standard Class,Buenos Aires,Tables,0.7,-551.936,4,413.904,74.397
Furniture,Apopa,El Salvador,AB-1001539,Aaron Bergman,LATAM,12/15/2015,MX-2015-AB1001539-42353,Medium,,FUR-CH-5379,"Novimex Executive Leather Armchair, Black",Central America,Consumer,12/19/2015,Standard Class,San Salvador,Chairs,0,238.12,2,610.6,57.833
Furniture,Buenos Aires,Argentina,SG-208905,Susan Gilcrest,LATAM,12/15/2015,US-2015-SG208905-42353,High,,FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",South America,Corporate,12/19/2015,Standard Class,Buenos Aires,Chairs,0.4,-12.024,3,179.496,41.136
Technology,Tlalnepantla,Mexico,MG-1820582,Mitch Gastineau,LATAM,12/15/2015,MX-2015-MG1820582-42353,High,,TEC-PH-3133,"Apple Headset, Full Size",Central America,Corporate,12/19/2015,Second Class,México,Phones,0,111.8,5,248.5,33.163
Office Supplies,Matagalpa,Nicaragua,MY-1829593,Muhammed Yedwab,LATAM,12/17/2015,MX-2015-MY1829593-42355,Critical,,OFF-EN-4442,"GlobeWeis Interoffice Envelope, with clear poly window",Central America,Corporate,12/19/2015,First Class,Matagalpa,Envelopes,0,5.44,2,68.48,19.926
Office Supplies,Querétaro,Mexico,SP-2054582,Sibella Parks,LATAM,12/15/2015,MX-2015-SP2054582-42353,Medium,,OFF-AR-5923,"Sanford Pencil Sharpener, Water Color",Central America,Corporate,12/19/2015,Standard Class,Querétaro,Art,0,50.4,9,174.06,14.525
Furniture,Querétaro,Mexico,SP-2054582,Sibella Parks,LATAM,12/15/2015,MX-2015-SP2054582-42353,Medium,,FUR-BO-5942,"Sauder 3-Shelf Cabinet, Pine",Central America,Corporate,12/19/2015,Standard Class,Querétaro,Bookcases,0.2,-42.568,2,179.232,11.252
Office Supplies,Apopa,El Salvador,AB-1001539,Aaron Bergman,LATAM,12/15/2015,MX-2015-AB1001539-42353,Medium,,OFF-SU-2966,"Acme Box Cutter, High Speed",Central America,Consumer,12/19/2015,Standard Class,San Salvador,Supplies,0,75.6,6,151.2,10.786
Furniture,Matagalpa,Nicaragua,MY-1829593,Muhammed Yedwab,LATAM,12/17/2015,MX-2015-MY1829593-42355,Critical,,FUR-FU-4034,"Eldon Clock, Black",Central America,Corporate,12/19/2015,First Class,Matagalpa,Furnishings,0,30.12,2,75.36,10.125
